Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
35 Palmas, Las;0-15 años;Españoles;Mujeres;2019;71.684
35 Palmas, Las;0-15 años;Extranjeros;Hombres;2021;8.373
35 Palmas, Las;0-15 años;Extranjeros;Hombres;2020;8.631
35 Palmas, Las;0-15 años;Extranjeros;Hombres;2019;8.237
35 Palmas, Las;0-15 años;Extranjeros;Mujeres;2021;7.850
35 Palmas, Las;0-15 años;Extranjeros;Mujeres;2020;8.107
35 Palmas, Las;0-15 años;Extranjeros;Mujeres;2019;7.596
35 Palmas, Las;16-64 años;Españoles;Hombres;2021;346.141
35 Palmas, Las;16-64 años;Españoles;Hombres;2020;345.855
35 Palmas, Las;16-64 años;Españoles;Hombres;2019;345.185
35 Palmas, Las;16-64 años;Españoles;Mujeres;2021;338.691
35 Palmas, Las;16-64 años;Españoles;Mujeres;2020;338.171
35 Palmas, Las;16-64 años;Españoles;Mujeres;2019;337.078
35 Palmas, Las;16-64 años;Extranjeros;Hombres;2021;55.196
35 Palmas, Las;16-64 años;Extranjeros;Hombres;2020;56.518
35 Palmas, Las;16-64 años;Extranjeros;Hombres;2019;53.292
35 Palmas, Las;16-64 años;Extranjeros;Mujeres;2021;55.903
35 Palmas, Las;16-64 años;Extranjeros;Mujeres;2020;57.378
35 Palmas, Las;16-64 años;Extranjeros;Mujeres;2019;54.195
35 Palmas, Las;65 y más;Españoles;Hombres;2021;72.359
35 Palmas, Las;65 y más;Españoles;Hombres;2020;70.125
35 Palmas, Las;65 y más;Españoles;Hombres;2019;68.092
35 Palmas, Las;65 y más;Españoles;Mujeres;2021;89.161
35 Palmas, Las;65 y más;Españoles;Mujeres;2020;86.766
35 Palmas, Las;65 y más;Españoles;Mujeres;2019;84.435
35 Palmas, Las;65 y más;Extranjeros;Hombres;2021;8.279
35 Palmas, Las;65 y más;Extranjeros;Hombres;2020;8.046
35 Palmas, Las;65 y más;Extranjeros;Hombres;2019;7.596
35 Palmas, Las;65 y más;Extranjeros;Mujeres;2021;8.297
35 Palmas, Las;65 y más;Extranjeros;Mujeres;2020;8.041
35 Palmas, Las;65 y más;Extranjeros;Mujeres;2019;7.644
36 Pontevedra;0-15 años;Españoles;Hombres;2021;62.554
36 Pontevedra;0-15 años;Españoles;Hombres;2020;63.861
36 Pontevedra;0-15 años;Españoles;Hombres;2019;64.843
36 Pontevedra;0-15 años;Españoles;Mujeres;2021;58.437
36 Pontevedra;0-15 años;Españoles;Mujeres;2020;59.559
36 Pontevedra;0-15 años;Españoles;Mujeres;2019;60.598
36 Pontevedra;0-15 años;Extranjeros;Hombres;2021;2.239
36 Pontevedra;0-15 años;Extranjeros;Hombres;2020;2.254
36 Pontevedra;0-15 años;Extranjeros;Hombres;2019;1.983
36 Pontevedra;0-15 años;Extranjeros;Mujeres;2021;2.214
36 Pontevedra;0-15 años;Extranjeros;Mujeres;2020;2.249
36 Pontevedra;0-15 años;Extranjeros;Mujeres;2019;1.951
36 Pontevedra;16-64 años;Españoles;Hombres;2021;283.575
36 Pontevedra;16-64 años;Españoles;Hombres;2020;284.400
36 Pontevedra;16-64 años;Españoles;Hombres;2019;285.445
36 Pontevedra;16-64 años;Españoles;Mujeres;2021;285.567
36 Pontevedra;16-64 años;Españoles;Mujeres;2020;286.751
36 Pontevedra;16-64 años;Españoles;Mujeres;2019;288.237
36 Pontevedra;16-64 años;Extranjeros;Hombres;2021;14.751
36 Pontevedra;16-64 años;Extranjeros;Hombres;2020;14.646
36 Pontevedra;16-64 años;Extranjeros;Hombres;2019;13.405
36 Pontevedra;16-64 años;Extranjeros;Mujeres;2021;16.113
36 Pontevedra;16-64 años;Extranjeros;Mujeres;2020;15.996
36 Pontevedra;16-64 años;Extranjeros;Mujeres;2019;14.331
36 Pontevedra;65 y más;Españoles;Hombres;2021;91.569
36 Pontevedra;65 y más;Españoles;Hombres;2020;90.078
36 Pontevedra;65 y más;Españoles;Hombres;2019;88.510
36 Pontevedra;65 y más;Españoles;Mujeres;2021;124.555
36 Pontevedra;65 y más;Españoles;Mujeres;2020;122.959
36 Pontevedra;65 y más;Españoles;Mujeres;2019;121.026
36 Pontevedra;65 y más;Extranjeros;Hombres;2021;1.222
36 Pontevedra;65 y más;Extranjeros;Hombres;2020;1.213
36 Pontevedra;65 y más;Extranjeros;Hombres;2019;1.100
36 Pontevedra;65 y más;Extranjeros;Mujeres;2021;1.479
36 Pontevedra;65 y más;Extranjeros;Mujeres;2020;1.442
36 Pontevedra;65 y más;Extranjeros;Mujeres;2019;1.236
26 Rioja, La;0-15 años;Españoles;Hombres;2021;20.868
26 Rioja, La;0-15 años;Españoles;Hombres;2020;21.255
26 Rioja, La;0-15 años;Españoles;Hombres;2019;21.517
26 Rioja, La;0-15 años;Españoles;Mujeres;2021;19.687
26 Rioja, La;0-15 años;Españoles;Mujeres;2020;20.162
26 Rioja, La;0-15 años;Españoles;Mujeres;2019;20.443
26 Rioja, La;0-15 años;Extranjeros;Hombres;2021;4.088
26 Rioja, La;0-15 años;Extranjeros;Hombres;2020;4.014
26 Rioja, La;0-15 años;Extranjeros;Hombres;2019;3.757
26 Rioja, La;0-15 años;Extranjeros;Mujeres;2021;3.801
26 Rioja, La;0-15 años;Extranjeros;Mujeres;2020;3.695
26 Rioja, La;0-15 años;Extranjeros;Mujeres;2019;3.431
26 Rioja, La;16-64 años;Españoles;Hombres;2021;87.004
26 Rioja, La;16-64 años;Españoles;Hombres;2020;87.204
26 Rioja, La;16-64 años;Españoles;Hombres;2019;87.288
26 Rioja, La;16-64 años;Españoles;Mujeres;2021;84.910
26 Rioja, La;16-64 años;Españoles;Mujeres;2020;85.079
26 Rioja, La;16-64 años;Españoles;Mujeres;2019;85.174
26 Rioja, La;16-64 años;Extranjeros;Hombres;2021;15.688
26 Rioja, La;16-64 años;Extranjeros;Hombres;2020;15.436
26 Rioja, La;16-64 años;Extranjeros;Hombres;2019;14.230
26 Rioja, La;16-64 años;Extranjeros;Mujeres;2021;15.914
26 Rioja, La;16-64 años;Extranjeros;Mujeres;2020;15.748
26 Rioja, La;16-64 años;Extranjeros;Mujeres;2019;14.709
26 Rioja, La;65 y más;Españoles;Hombres;2021;29.641
26 Rioja, La;65 y más;Españoles;Hombres;2020;29.433
26 Rioja, La;65 y más;Españoles;Hombres;2019;28.957
26 Rioja, La;65 y más;Españoles;Mujeres;2021;36.795
26 Rioja, La;65 y más;Españoles;Mujeres;2020;36.571
26 Rioja, La;65 y más;Españoles;Mujeres;2019;36.189
26 Rioja, La;65 y más;Extranjeros;Hombres;2021;534
26 Rioja, La;65 y más;Extranjeros;Hombres;2020;493
26 Rioja, La;65 y más;Extranjeros;Hombres;2019;430
26 Rioja, La;65 y más;Extranjeros;Mujeres;2021;866
26 Rioja, La;65 y más;Extranjeros;Mujeres;2020;824
26 Rioja, La;65 y más;Extranjeros;Mujeres;2019;673
37 Salamanca;0-15 años;Españoles;Hombres;2021;19.175
37 Salamanca;0-15 años;Españoles;Hombres;2020;19.531
37 Salamanca;0-15 años;Españoles;Hombres;2019;19.952
37 Salamanca;0-15 años;Españoles;Mujeres;2021;18.017
37 Salamanca;0-15 años;Españoles;Mujeres;2020;18.446
37 Salamanca;0-15 años;Españoles;Mujeres;2019;18.782
37 Salamanca;0-15 años;Extranjeros;Hombres;2021;981
37 Salamanca;0-15 años;Extranjeros;Hombres;2020;984
37 Salamanca;0-15 años;Extranjeros;Hombres;2019;909
37 Salamanca;0-15 años;Extranjeros;Mujeres;2021;1.088
37 Salamanca;0-15 años;Extranjeros;Mujeres;2020;1.056
37 Salamanca;0-15 años;Extranjeros;Mujeres;2019;949
37 Salamanca;16-64 años;Españoles;Hombres;2021;94.346
37 Salamanca;16-64 años;Españoles;Hombres;2020;94.954
37 Salamanca;16-64 años;Españoles;Hombres;2019;96.188
37 Salamanca;16-64 años;Españoles;Mujeres;2021;93.439
37 Salamanca;16-64 años;Españoles;Mujeres;2020;93.834
37 Salamanca;16-64 años;Españoles;Mujeres;2019;94.798
37 Salamanca;16-64 años;Extranjeros;Hombres;2021;5.807
37 Salamanca;16-64 años;Extranjeros;Hombres;2020;5.675
37 Salamanca;16-64 años;Extranjeros;Hombres;2019;4.977
37 Salamanca;16-64 años;Extranjeros;Mujeres;2021;6.669
37 Salamanca;16-64 años;Extranjeros;Mujeres;2020;6.468
37 Salamanca;16-64 años;Extranjeros;Mujeres;2019;5.827
37 Salamanca;65 y más;Españoles;Hombres;2021;38.255
37 Salamanca;65 y más;Españoles;Hombres;2020;38.478
37 Salamanca;65 y más;Españoles;Hombres;2019;38.065
37 Salamanca;65 y más;Españoles;Mujeres;2021;48.837
37 Salamanca;65 y más;Españoles;Mujeres;2020;49.109
37 Salamanca;65 y más;Españoles;Mujeres;2019;49.047
37 Salamanca;65 y más;Extranjeros;Hombres;2021;310
37 Salamanca;65 y más;Extranjeros;Hombres;2020;307
37 Salamanca;65 y más;Extranjeros;Hombres;2019;273
37 Salamanca;65 y más;Extranjeros;Mujeres;2021;414
37 Salamanca;65 y más;Extranjeros;Mujeres;2020;403
37 Salamanca;65 y más;Extranjeros;Mujeres;2019;352
38 Santa Cruz de Tenerife;0-15 años;Españoles;Hombres;2021;63.933
38 Santa Cruz de Tenerife;0-15 años;Españoles;Hombres;2020;65.611
38 Santa Cruz de Tenerife;0-15 años;Españoles;Hombres;2019;66.718
38 Santa Cruz de Tenerife;0-15 años;Españoles;Mujeres;2021;60.617
38 Santa Cruz de Tenerife;0-15 años;Españoles;Mujeres;2020;62.298
38 Santa Cruz de Tenerife;0-15 años;Españoles;Mujeres;2019;63.293
38 Santa Cruz de Tenerife;0-15 años;Extranjeros;Hombres;2021;8.270
38 Santa Cruz de Tenerife;0-15 años;Extranjeros;Hombres;2020;8.587
38 Santa Cruz de Tenerife;0-15 años;Extranjeros;Hombres;2019;8.387
38 Santa Cruz de Tenerife;0-15 años;Extranjeros;Mujeres;2021;7.880
38 Santa Cruz de Tenerife;0-15 años;Extranjeros;Mujeres;2020;8.258
38 Santa Cruz de Tenerife;0-15 años;Extranjeros;Mujeres;2019;7.986
38 Santa Cruz de Tenerife;16-64 años;Españoles;Hombres;2021;307.283
38 Santa Cruz de Tenerife;16-64 años;Españoles;Hombres;2020;307.166
38 Santa Cruz de Tenerife;16-64 años;Españoles;Hombres;2019;305.903
38 Santa Cruz de Tenerife;16-64 años;Españoles;Mujeres;2021;305.648
38 Santa Cruz de Tenerife;16-64 años;Españoles;Mujeres;2020;305.179
38 Santa Cruz de Tenerife;16-64 años;Españoles;Mujeres;2019;304.078
38 Santa Cruz de Tenerife;16-64 años;Extranjeros;Hombres;2021;52.369
38 Santa Cruz de Tenerife;16-64 años;Extranjeros;Hombres;2020;53.491
38 Santa Cruz de Tenerife;16-64 años;Extranjeros;Hombres;2019;50.746
38 Santa Cruz de Tenerife;16-64 años;Extranjeros;Mujeres;2021;55.242
38 Santa Cruz de Tenerife;16-64 años;Extranjeros;Mujeres;2020;56.153
38 Santa Cruz de Tenerife;16-64 años;Extranjeros;Mujeres;2019;52.960
38 Santa Cruz de Tenerife;65 y más;Españoles;Hombres;2021;71.284
38 Santa Cruz de Tenerife;65 y más;Españoles;Hombres;2020;69.281
38 Santa Cruz de Tenerife;65 y más;Españoles;Hombres;2019;67.350
38 Santa Cruz de Tenerife;65 y más;Españoles;Mujeres;2021;91.712
38 Santa Cruz de Tenerife;65 y más;Españoles;Mujeres;2020;89.531
38 Santa Cruz de Tenerife;65 y más;Españoles;Mujeres;2019;87.167
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Hombres;2021;9.760
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Hombres;2020;9.355
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Hombres;2019;9.093
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Mujeres;2021;10.407
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Mujeres;2020;9.977
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Mujeres;2019;9.302
40 Segovia;0-15 años;Españoles;Hombres;2021;9.134
40 Segovia;0-15 años;Españoles;Hombres;2020;9.180
40 Segovia;0-15 años;Españoles;Hombres;2019;9.365
40 Segovia;0-15 años;Españoles;Mujeres;2021;8.681
40 Segovia;0-15 años;Españoles;Mujeres;2020;8.708
40 Segovia;0-15 años;Españoles;Mujeres;2019;8.795
40 Segovia;0-15 años;Extranjeros;Hombres;2021;1.693
40 Segovia;0-15 años;Extranjeros;Hombres;2020;1.746
40 Segovia;0-15 años;Extranjeros;Hombres;2019;1.666
40 Segovia;0-15 años;Extranjeros;Mujeres;2021;1.595
40 Segovia;0-15 años;Extranjeros;Mujeres;2020;1.631
40 Segovia;0-15 años;Extranjeros;Mujeres;2019;1.578
40 Segovia;16-64 años;Españoles;Hombres;2021;43.716
40 Segovia;16-64 años;Españoles;Hombres;2020;43.541
40 Segovia;16-64 años;Españoles;Hombres;2019;43.835
40 Segovia;16-64 años;Españoles;Mujeres;2021;40.104
40 Segovia;16-64 años;Españoles;Mujeres;2020;39.784
40 Segovia;16-64 años;Españoles;Mujeres;2019;40.081
40 Segovia;16-64 años;Extranjeros;Hombres;2021;6.846
40 Segovia;16-64 años;Extranjeros;Hombres;2020;6.839
40 Segovia;16-64 años;Extranjeros;Hombres;2019;6.385
40 Segovia;16-64 años;Extranjeros;Mujeres;2021;7.261
40 Segovia;16-64 años;Extranjeros;Mujeres;2020;7.170
40 Segovia;16-64 años;Extranjeros;Mujeres;2019;6.729
40 Segovia;65 y más;Españoles;Hombres;2021;15.425
40 Segovia;65 y más;Españoles;Hombres;2020;15.484
40 Segovia;65 y más;Españoles;Hombres;2019;15.363
40 Segovia;65 y más;Españoles;Mujeres;2021;18.581
40 Segovia;65 y más;Españoles;Mujeres;2020;18.816
40 Segovia;65 y más;Españoles;Mujeres;2019;18.826
40 Segovia;65 y más;Extranjeros;Hombres;2021;257
40 Segovia;65 y más;Extranjeros;Hombres;2020;243
40 Segovia;65 y más;Extranjeros;Hombres;2019;199
40 Segovia;65 y más;Extranjeros;Mujeres;2021;370
40 Segovia;65 y más;Extranjeros;Mujeres;2020;336
40 Segovia;65 y más;Extranjeros;Mujeres;2019;307
41 Sevilla;0-15 años;Españoles;Hombres;2021;165.644
41 Sevilla;0-15 años;Españoles;Hombres;2020;168.975
41 Sevilla;0-15 años;Españoles;Hombres;2019;171.561
41 Sevilla;0-15 años;Españoles;Mujeres;2021;156.142
41 Sevilla;0-15 años;Españoles;Mujeres;2020;159.568
41 Sevilla;0-15 años;Españoles;Mujeres;2019;162.100
41 Sevilla;0-15 años;Extranjeros;Hombres;2021;5.323
41 Sevilla;0-15 años;Extranjeros;Hombres;2020;5.397
41 Sevilla;0-15 años;Extranjeros;Hombres;2019;4.855
41 Sevilla;0-15 años;Extranjeros;Mujeres;2021;5.177
41 Sevilla;0-15 años;Extranjeros;Mujeres;2020;5.264
41 Sevilla;0-15 años;Extranjeros;Mujeres;2019;4.736
41 Sevilla;16-64 años;Españoles;Hombres;2021;609.628
41 Sevilla;16-64 años;Españoles;Hombres;2020;610.721
41 Sevilla;16-64 años;Españoles;Hombres;2019;610.696
41 Sevilla;16-64 años;Españoles;Mujeres;2021;610.730
41 Sevilla;16-64 años;Españoles;Mujeres;2020;611.500
41 Sevilla;16-64 años;Españoles;Mujeres;2019;611.468
41 Sevilla;16-64 años;Extranjeros;Hombres;2021;29.313
41 Sevilla;16-64 años;Extranjeros;Hombres;2020;28.753
41 Sevilla;16-64 años;Extranjeros;Hombres;2019;26.052
41 Sevilla;16-64 años;Extranjeros;Mujeres;2021;34.223
41 Sevilla;16-64 años;Extranjeros;Mujeres;2020;33.535
41 Sevilla;16-64 años;Extranjeros;Mujeres;2019;30.308
41 Sevilla;65 y más;Españoles;Hombres;2021;139.710
41 Sevilla;65 y más;Españoles;Hombres;2020;137.422
41 Sevilla;65 y más;Españoles;Hombres;2019;134.760
41 Sevilla;65 y más;Españoles;Mujeres;2021;188.472
41 Sevilla;65 y más;Españoles;Mujeres;2020;185.746
41 Sevilla;65 y más;Españoles;Mujeres;2019;182.917
41 Sevilla;65 y más;Extranjeros;Hombres;2021;1.465
41 Sevilla;65 y más;Extranjeros;Hombres;2020;1.427
41 Sevilla;65 y más;Extranjeros;Hombres;2019;1.288
41 Sevilla;65 y más;Extranjeros;Mujeres;2021;2.025
41 Sevilla;65 y más;Extranjeros;Mujeres;2020;1.911
41 Sevilla;65 y más;Extranjeros;Mujeres;2019;1.648
42 Soria;0-15 años;Españoles;Hombres;2021;5.096
42 Soria;0-15 años;Españoles;Hombres;2020;5.172
42 Soria;0-15 años;Españoles;Hombres;2019;5.212
42 Soria;0-15 años;Españoles;Mujeres;2021;4.791
42 Soria;0-15 años;Españoles;Mujeres;2020;4.877
42 Soria;0-15 años;Españoles;Mujeres;2019;4.999
42 Soria;0-15 años;Extranjeros;Hombres;2021;808
42 Soria;0-15 años;Extranjeros;Hombres;2020;755
42 Soria;0-15 años;Extranjeros;Hombres;2019;680
42 Soria;0-15 años;Extranjeros;Mujeres;2021;767
42 Soria;0-15 años;Extranjeros;Mujeres;2020;724
42 Soria;0-15 años;Extranjeros;Mujeres;2019;672
42 Soria;16-64 años;Españoles;Hombres;2021;25.008
42 Soria;16-64 años;Españoles;Hombres;2020;25.112
42 Soria;16-64 años;Españoles;Hombres;2019;25.370
42 Soria;16-64 años;Españoles;Mujeres;2021;22.895
42 Soria;16-64 años;Españoles;Mujeres;2020;22.933
42 Soria;16-64 años;Españoles;Mujeres;2019;23.062
42 Soria;16-64 años;Extranjeros;Hombres;2021;3.658
42 Soria;16-64 años;Extranjeros;Hombres;2020;3.427
42 Soria;16-64 años;Extranjeros;Hombres;2019;3.135
42 Soria;16-64 años;Extranjeros;Mujeres;2021;3.283
42 Soria;16-64 años;Extranjeros;Mujeres;2020;3.149
42 Soria;16-64 años;Extranjeros;Mujeres;2019;2.759
42 Soria;65 y más;Españoles;Hombres;2021;10.247
42 Soria;65 y más;Españoles;Hombres;2020;10.373
42 Soria;65 y más;Españoles;Hombres;2019;10.335
42 Soria;65 y más;Españoles;Mujeres;2021;11.953
42 Soria;65 y más;Españoles;Mujeres;2020;12.146
42 Soria;65 y más;Españoles;Mujeres;2019;12.220
42 Soria;65 y más;Extranjeros;Hombres;2021;103
42 Soria;65 y más;Extranjeros;Hombres;2020;88
42 Soria;65 y más;Extranjeros;Hombres;2019;82
42 Soria;65 y más;Extranjeros;Mujeres;2021;138
42 Soria;65 y más;Extranjeros;Mujeres;2020;128
42 Soria;65 y más;Extranjeros;Mujeres;2019;110
43 Tarragona;0-15 años;Españoles;Hombres;2021;56.970
43 Tarragona;0-15 años;Españoles;Hombres;2020;57.689
43 Tarragona;0-15 años;Españoles;Hombres;2019;58.183
43 Tarragona;0-15 años;Españoles;Mujeres;2021;53.276
43 Tarragona;0-15 años;Españoles;Mujeres;2020;53.973
43 Tarragona;0-15 años;Españoles;Mujeres;2019;54.461
43 Tarragona;0-15 años;Extranjeros;Hombres;2021;12.254
43 Tarragona;0-15 años;Extranjeros;Hombres;2020;12.450
43 Tarragona;0-15 años;Extranjeros;Hombres;2019;11.879
43 Tarragona;0-15 años;Extranjeros;Mujeres;2021;11.808
43 Tarragona;0-15 años;Extranjeros;Mujeres;2020;11.799
43 Tarragona;0-15 años;Extranjeros;Mujeres;2019;11.349
43 Tarragona;16-64 años;Españoles;Hombres;2021;215.246
43 Tarragona;16-64 años;Españoles;Hombres;2020;213.433
43 Tarragona;16-64 años;Españoles;Hombres;2019;212.518
43 Tarragona;16-64 años;Españoles;Mujeres;2021;209.209
43 Tarragona;16-64 años;Españoles;Mujeres;2020;207.450
43 Tarragona;16-64 años;Españoles;Mujeres;2019;206.995
43 Tarragona;16-64 años;Extranjeros;Hombres;2021;54.885
43 Tarragona;16-64 años;Extranjeros;Hombres;2020;54.707
43 Tarragona;16-64 años;Extranjeros;Hombres;2019;50.390
43 Tarragona;16-64 años;Extranjeros;Mujeres;2021;50.084
43 Tarragona;16-64 años;Extranjeros;Mujeres;2020;49.851
43 Tarragona;16-64 años;Extranjeros;Mujeres;2019;46.955
43 Tarragona;65 y más;Españoles;Hombres;2021;67.304
43 Tarragona;65 y más;Españoles;Hombres;2020;66.098
43 Tarragona;65 y más;Españoles;Hombres;2019;64.911
43 Tarragona;65 y más;Españoles;Mujeres;2021;82.819
43 Tarragona;65 y más;Españoles;Mujeres;2020;81.336
43 Tarragona;65 y más;Españoles;Mujeres;2019;79.828
43 Tarragona;65 y más;Extranjeros;Hombres;2021;3.997
43 Tarragona;65 y más;Extranjeros;Hombres;2020;3.765
43 Tarragona;65 y más;Extranjeros;Hombres;2019;3.377
43 Tarragona;65 y más;Extranjeros;Mujeres;2021;4.457
43 Tarragona;65 y más;Extranjeros;Mujeres;2020;4.221
43 Tarragona;65 y más;Extranjeros;Mujeres;2019;3.818
44 Teruel;0-15 años;Españoles;Hombres;2021;7.921
44 Teruel;0-15 años;Españoles;Hombres;2020;7.966
44 Teruel;0-15 años;Españoles;Hombres;2019;8.064
44 Teruel;0-15 años;Españoles;Mujeres;2021;7.608
44 Teruel;0-15 años;Españoles;Mujeres;2020;7.628
44 Teruel;0-15 años;Españoles;Mujeres;2019;7.705
44 Teruel;0-15 años;Extranjeros;Hombres;2021;1.503
44 Teruel;0-15 años;Extranjeros;Hombres;2020;1.473
44 Teruel;0-15 años;Extranjeros;Hombres;2019;1.397
44 Teruel;0-15 años;Extranjeros;Mujeres;2021;1.483
44 Teruel;0-15 años;Extranjeros;Mujeres;2020;1.433
44 Teruel;0-15 años;Extranjeros;Mujeres;2019;1.377
44 Teruel;16-64 años;Españoles;Hombres;2021;37.885
44 Teruel;16-64 años;Españoles;Hombres;2020;37.786
44 Teruel;16-64 años;Españoles;Hombres;2019;38.046
44 Teruel;16-64 años;Españoles;Mujeres;2021;34.312
44 Teruel;16-64 años;Españoles;Mujeres;2020;34.320
44 Teruel;16-64 años;Españoles;Mujeres;2019;34.531
44 Teruel;16-64 años;Extranjeros;Hombres;2021;6.153
44 Teruel;16-64 años;Extranjeros;Hombres;2020;5.948
44 Teruel;16-64 años;Extranjeros;Hombres;2019;5.580
44 Teruel;16-64 años;Extranjeros;Mujeres;2021;5.619
44 Teruel;16-64 años;Extranjeros;Mujeres;2020;5.474
44 Teruel;16-64 años;Extranjeros;Mujeres;2019;5.120
44 Teruel;65 y más;Españoles;Hombres;2021;14.610
44 Teruel;65 y más;Españoles;Hombres;2020;14.614
44 Teruel;65 y más;Españoles;Hombres;2019;14.679
44 Teruel;65 y más;Españoles;Mujeres;2021;16.970
44 Teruel;65 y más;Españoles;Mujeres;2020;17.106
44 Teruel;65 y más;Españoles;Mujeres;2019;17.267
44 Teruel;65 y más;Extranjeros;Hombres;2021;215
44 Teruel;65 y más;Extranjeros;Hombres;2020;188
44 Teruel;65 y más;Extranjeros;Hombres;2019;161
44 Teruel;65 y más;Extranjeros;Mujeres;2021;266
44 Teruel;65 y más;Extranjeros;Mujeres;2020;240
44 Teruel;65 y más;Extranjeros;Mujeres;2019;210
45 Toledo;0-15 años;Españoles;Hombres;2021;54.801
45 Toledo;0-15 años;Españoles;Hombres;2020;55.229
45 Toledo;0-15 años;Españoles;Hombres;2019;55.482
45 Toledo;0-15 años;Españoles;Mujeres;2021;51.450
45 Toledo;0-15 años;Españoles;Mujeres;2020;51.833
45 Toledo;0-15 años;Españoles;Mujeres;2019;52.258
45 Toledo;0-15 años;Extranjeros;Hombres;2021;7.106
45 Toledo;0-15 años;Extranjeros;Hombres;2020;7.064
45 Toledo;0-15 años;Extranjeros;Hombres;2019;6.474
45 Toledo;0-15 años;Extranjeros;Mujeres;2021;6.909
45 Toledo;0-15 años;Extranjeros;Mujeres;2020;6.941
45 Toledo;0-15 años;Extranjeros;Mujeres;2019;6.358
45 Toledo;16-64 años;Españoles;Hombres;2021;208.828
45 Toledo;16-64 años;Españoles;Hombres;2020;206.365
45 Toledo;16-64 años;Españoles;Hombres;2019;205.858
45 Toledo;16-64 años;Españoles;Mujeres;2021;196.950
45 Toledo;16-64 años;Españoles;Mujeres;2020;194.436
45 Toledo;16-64 años;Españoles;Mujeres;2019;193.650
45 Toledo;16-64 años;Extranjeros;Hombres;2021;28.317
45 Toledo;16-64 años;Extranjeros;Hombres;2020;27.905
45 Toledo;16-64 años;Extranjeros;Hombres;2019;25.329
45 Toledo;16-64 años;Extranjeros;Mujeres;2021;28.052
45 Toledo;16-64 años;Extranjeros;Mujeres;2020;27.657
45 Toledo;16-64 años;Extranjeros;Mujeres;2019;25.059
45 Toledo;65 y más;Españoles;Hombres;2021;56.369
45 Toledo;65 y más;Españoles;Hombres;2020;56.065
45 Toledo;65 y más;Españoles;Hombres;2019;55.165
45 Toledo;65 y más;Españoles;Mujeres;2021;68.005
45 Toledo;65 y más;Españoles;Mujeres;2020;67.877
45 Toledo;65 y más;Españoles;Mujeres;2019;67.205
45 Toledo;65 y más;Extranjeros;Hombres;2021;997
45 Toledo;65 y más;Extranjeros;Hombres;2020;920
45 Toledo;65 y más;Extranjeros;Hombres;2019;782
45 Toledo;65 y más;Extranjeros;Mujeres;2021;1.619
45 Toledo;65 y más;Extranjeros;Mujeres;2020;1.480
45 Toledo;65 y más;Extranjeros;Mujeres;2019;1.224
46 Valencia/València;0-15 años;Españoles;Hombres;2021;179.771
46 Valencia/València;0-15 años;Españoles;Hombres;2020;183.995
46 Valencia/València;0-15 años;Españoles;Hombres;2019;186.796
46 Valencia/València;0-15 años;Españoles;Mujeres;2021;170.230
46 Valencia/València;0-15 años;Españoles;Mujeres;2020;174.142
46 Valencia/València;0-15 años;Españoles;Mujeres;2019;177.232
46 Valencia/València;0-15 años;Extranjeros;Hombres;2021;23.960
46 Valencia/València;0-15 años;Extranjeros;Hombres;2020;24.119
46 Valencia/València;0-15 años;Extranjeros;Hombres;2019;22.277
46 Valencia/València;0-15 años;Extranjeros;Mujeres;2021;21.891
46 Valencia/València;0-15 años;Extranjeros;Mujeres;2020;22.057
46 Valencia/València;0-15 años;Extranjeros;Mujeres;2019;20.301
46 Valencia/València;16-64 años;Españoles;Hombres;2021;735.588
46 Valencia/València;16-64 años;Españoles;Hombres;2020;736.065
46 Valencia/València;16-64 años;Españoles;Hombres;2019;735.690
46 Valencia/València;16-64 años;Españoles;Mujeres;2021;728.512
46 Valencia/València;16-64 años;Españoles;Mujeres;2020;729.128
46 Valencia/València;16-64 años;Españoles;Mujeres;2019;728.886
46 Valencia/València;16-64 años;Extranjeros;Hombres;2021;113.864
46 Valencia/València;16-64 años;Extranjeros;Hombres;2020;113.872
46 Valencia/València;16-64 años;Extranjeros;Hombres;2019;104.223
46 Valencia/València;16-64 años;Extranjeros;Mujeres;2021;113.251
46 Valencia/València;16-64 años;Extranjeros;Mujeres;2020;113.059
46 Valencia/València;16-64 años;Extranjeros;Mujeres;2019;103.610
46 Valencia/València;65 y más;Españoles;Hombres;2021;207.496
46 Valencia/València;65 y más;Españoles;Hombres;2020;204.465
46 Valencia/València;65 y más;Españoles;Hombres;2019;201.263
46 Valencia/València;65 y más;Españoles;Mujeres;2021;278.667
46 Valencia/València;65 y más;Españoles;Mujeres;2020;275.559
46 Valencia/València;65 y más;Españoles;Mujeres;2019;271.409
46 Valencia/València;65 y más;Extranjeros;Hombres;2021;7.282
46 Valencia/València;65 y más;Extranjeros;Hombres;2020;6.950
46 Valencia/València;65 y más;Extranjeros;Hombres;2019;6.101
46 Valencia/València;65 y más;Extranjeros;Mujeres;2021;8.800
46 Valencia/València;65 y más;Extranjeros;Mujeres;2020;8.464
46 Valencia/València;65 y más;Extranjeros;Mujeres;2019;7.336
